# Formato: x1 x2 ... xn w
-32.958391 -65.247681 42.402804 65.195643 -79.872504 6.315741
-52.025177 -71.605602 -30.411718 -9.929804 49.765267 6.949128
30.229517 24.185713 -29.525011 68.289511 -5.742567 1.706102
95.820988 26.828428 -74.747052 35.235512 -34.979197 5.900473
37.265439 -86.071770 -65.023713 71.147452 -54.564089 7.383887
67.408225 -44.144782 28.576382 38.830115 2.530951 2.505892
-38.937865 -57.471125 -93.362129 -39.210720 30.632558 8.025685
87.660964 74.240896 53.212955 57.689469 32.996981 6.253955
-47.942628 81.439006 34.146462 12.088126 -77.802106 9.569996
-10.588891 -7.928346 72.912722 9.329644 -23.919890 1.381801
95.360066 -77.855881 -15.490314 -91.595065 47.980824 3.387935
83.615310 -43.992534 71.668335 -41.556354 82.154032 6.413985
50.792381 60.981355 -96.398689 92.562071 45.334198 3.669039
-39.049781 65.878933 -43.695760 74.550768 -77.483922 7.429817
40.737195 8.139695 -80.693106 -51.621234 -97.519193 7.831048
-6.246407 -39.746948 19.671497 -40.552438 -40.016178 1.922644
48.638640 -90.371433 80.578999 70.452775 33.560937 5.624690
18.644314 78.460500 -62.933964 -84.206168 -52.097966 5.580015
58.915656 -93.065947 16.561367 99.087503 71.139219 4.323527
4.289138 -87.271818 66.274703 19.795702 -77.013401 9.396324
-81.228543 81.925364 33.840053 65.857360 75.795780 8.447557
14.354470 3.489270 -13.914518 -36.610682 -13.080808 7.274884
54.775931 20.384686 78.504658 -11.323997 21.417916 7.428940
26.261511 18.339432 40.526755 -52.513306 2.472756 5.155445
-79.155039 -23.097734 -2.466586 30.444852 90.106211 9.288951
20.130213 48.718783 1.253212 26.820806 -85.813557 7.251359
-49.121684 -27.629381 -5.501329 -90.870251 -71.995180 7.560830
-44.637138 94.306538 -33.730599 -3.591788 -60.780457 8.755218
22.156014 -43.863357 -58.601484 3.314526 -98.898840 3.466644
-98.467193 -56.186238 -92.655727 -78.394849 -32.227870 8.263638
60.517136 14.409729 2.533545 -41.302235 86.350744 2.757165
-20.596992 -82.581447 23.413303 -77.232321 -30.955371 4.108078
1.482388 74.844505 -1.290684 40.451753 98.563368 4.020494
-73.702176 -45.053695 -21.084785 -15.634364 -17.795785 9.806729
81.522201 42.806529 21.581043 -38.125456 64.758077 8.708835
91.012102 64.239657 -99.686979 27.280274 -89.772924 7.310529
-48.478556 -88.095060 20.759091 37.317983 -77.102472 7.543511
-23.232223 -8.752698 -26.189396 -75.795000 -16.210442 6.058655
50.235610 -85.798467 -83.963997 -29.045742 88.345142 9.523816
33.714529 35.733991 -27.616002 18.732158 -97.973763 5.466329
27.219209 82.657390 22.514694 74.739719 44.794611 4.424659
-75.888317 80.490661 -86.711231 6.793495 -71.572575 2.467318
-97.658678 -15.593148 -40.991858 -2.799901 15.439977 8.075851
-91.252186 -75.399341 11.728479 -31.366529 45.834698 7.609995
30.458330 69.120873 38.498565 -14.013785 34.593324 4.459195
-44.923765 -38.737300 57.797032 -10.716097 59.676068 1.226741
64.484475 71.512468 83.327047 -13.802956 -36.226636 8.550976
16.439749 -25.765515 20.214833 41.117173 37.681004 1.102762
-25.089423 -66.627960 -13.894132 -71.481171 78.019407 7.333298
-30.824508 -69.108051 -94.910448 29.164477 27.380463 9.732314
-31.879167 -85.657622 -18.074221 -37.756501 35.424128 4.938952
21.155850 -27.081254 -56.421489 97.607193 -9.199676 3.114761
37.654847 -71.889406 -2.882060 -94.492656 1.091024 7.343839
92.803481 -23.158657 -92.200797 -93.808842 -22.402648 8.354153
-67.995013 -95.329581 51.242723 -8.295398 -42.151046 5.917873
80.016637 -76.772208 91.183766 -37.206657 77.680734 9.703317
20.588575 65.341472 96.802633 -42.318912 92.227097 1.465018
-22.103621 -22.897619 -31.922579 8.281521 -69.170991 5.543160
10.742297 8.340962 52.380363 66.729992 -11.911730 7.466086
-39.533350 -48.133021 -61.075233 -88.470484 -31.510404 8.763764
-45.950462 93.283477 11.541765 -30.544592 16.093520 2.613301
-72.160660 -11.191250 25.246864 -2.220434 -19.644240 8.200031
98.769678 76.062952 24.681192 13.875472 24.132096 5.974364
-59.737578 -20.972451 -92.108093 -4.890793 8.604917 4.568983
-54.450053 92.805769 81.890922 44.428647 6.677326 2.185435
73.993832 -73.869531 58.101959 -75.035837 58.842133 8.787662
-44.846486 75.418116 88.808419 -70.240806 -7.464879 2.415459
96.197476 -3.318513 72.709505 17.746304 -24.934018 3.788091
-42.843289 -59.355382 52.359638 -22.691899 2.255092 3.610410
-1.534904 15.455806 73.115429 96.147869 -18.483158 8.842726
